Compounds
Nandrolone (C₁₈H₂₃N₁O₃)
Naphthalene (C₁₀H₈)
Naproxen (C₁₅H₁₄O₃)
Nicotine (C₁₁H₁₄N₂)
Nitric Acid (HNO₃)
Nonane (C₉H₂₀)
Norepinephrine (C₉H₁₃N₁O₃)
Octane (C₈H₁₈)
Octane (C₈H₁₈)
Olanzapine (C₂₁H₂₄N₃O₂)
Olanzapine (C₂₁H₂₄N₃O₂)
Oleic Acid (C₁₈H₃₄O₂)
Ornithine (C₆H₁₄N₂O₂)
Oxandrolone (C₁₈H₁₁N₁O₃)
Oxycodone (C₂₁H₂₃N₁O₄)
Oxymetazoline (C₁₁H₁₅N₁O₃)
Oxytocin (C₁₃H₁₈N₂O₆S)
Palmitic Acid (C₁₆H₃₂O₂)
Pancuronium (C₁₁H₁₄N₂O₃)
Pentane (C₅H₁₂)
Perphenazine (C₁₈H₁₈N₂S)
Phenobarbital (C₁₂H₁₄N₂O₃)
Phenol (C₆H₅OH)
Phentolamine (C₁₁H₁₄N₂O₄)
Phenylalanine (C₉H₁₁N₁O₂)
Phenylephrine (C₉H₁₃NO₂)
Phenytoin (C₁₁H₁₁N₂O₂)
Phosphoric Acid (H₃PO₄)
Piroxicam (C₁₁H₉N₃O₃)
Prazosin (C₉H₁₃N₃O₄)
Prednisone (C₂₁H₂₃O₅)
Prednisone (C₂₁H₂₃O₅)
Prednisone (C₂₁H₂₃O₅)
Pregabalin (C₁₂H₁₈N₂O₃)
Pregabalin (C₁₂H₁₈N₂O₃)
Progesterone (C₂₁H₂₃O₁₁)
Prolactin (C₁₄H₁₉N₁₁O₄S₁)
Proline (C₅H₉N₁O₂)
Propane (C₃H₈)
Propylene Glycol (C₃H₈O₂)
Protein (general) (C₁₈H₃₁N₃O₁₅S)
Pseudoephedrine (C₁₁H₁₅N₁O)
Psilocybin (C₁₁H₁₅N₂O₄P)
Pyruvic Acid (C₃H₄O₃)
Quercetin (C₁₅H₁₀O₇)
Quetiapine (C₂₁H₂₅N₃O₂)
Quetiapine (C₂₁H₂₅N₃O₂)
Raloxifene (C₂₁H₂₁N₃O₄S₁)
Resveratrol (C₁₈H₁₈O₃)
Retinol (C₂₀H₂₈O)
Ribose (C₅H₁₀O₅)
Riociguat (C₁₉H₁₁N₄O₃)
Risperidone (C₂₁H₂₄Cl₂N₃O₄)
Risperidone (C₂₁H₂₄Cl₂N₃O₄)
Rocuronium (C₁₁H₁₄N₂O₃)
Rofecoxib (C₁₅H₁₃N₃O₂)
Salbutamol (C₁₁H₁₅N₁O₃)
Salicylic Acid (C₇H₆O₃)
Salmeterol (C₁₁H₁₅N₁O₃)
Salvinorin A (C₂₂H₂₃O₇)
Secretin (C₁₉H₂₉N₉O₄S₁)
Selenocysteine (C₃H₇N₁O₂Se)
Serine (C₃H₇N₁O₃)
Serotonin (C₁₁H₁₃N₁O₂)
Sildanafil (C₂₂H₂₃N₃O₄)
Sildenafil (C₂₂H₂₃N₃O₄)
Silodosin (C₁₁H₁₄N₂O₄)
Sodium Chloride (NaCl)
Somatostatin (C₁₈H₂₃N₃O₅S)
Somatostatin (C₁₈H₂₃N₃O₅S)
Sorbitol (C₆H₁₄O₆)
Stanozolol (C₂₁H₃₃N₃O)
Stearic Acid (C₁₈H₃₆O₂)
Steroids (C₂₁H₃₄)
Steroids (C₂₁H₃₄)
Styrene (C₈H₈)
Sucrose (C₁₂H₂₂O₁₁)
Sugammadex (C₁₄H₁₁N₃O₁)
Sulfuric Acid (H₂SO₄)
Sulpiride (C₁₁H₁₅N₂O₂)
Suxamethonium (C₁₁H₁₁N₂O₃)
Tadalafil (C₁₉H₂₁N₃O₄)
Tamoxifen (C₂₁H₂₁N₃O)
Tamsulosin (C₁₁H₁₄N₂O₄)
Tamulosin (C₁₁H₁₄N₂O₄)
Tannins ((C₇H₅O₃)ₙ)
Tartaric Acid (C₄H₆O₆)
Terazosin (C₁₁H₁₄N₂O₄)
Terpenes (C₁₀H₁₈O)
Testosterone (C₂₁H₃₀O₂)
Testosterone (C₂₁H₃₀O₂)
Tetrahydrozoline (C₁₁H₁₅N₁O₂)
THC (C₂₁H₃₀O₂)
Theobromine (C₈H₁₀N₄O₂)
Theophylline (C₈H₁₀N₄O₂)
Threonine (C₄H₉N₁O₃)
Thujone (C₁₀H₁₄O)
Thymidine (C₁₁H₁₅N₁O₅P)
Thyroxine (C₁₄H₁₁I₄N₁O₄)
Toluene (C₇H₈)
Topiramate (C₁₁H₁₁N₁O₃)
Tramadol (C₁₁H₁₅N₁O₃)
Tramadol (C₁₁H₁₅N₁O₃)
Trazodone (C₁₁H₁₁N₂O₁)
TRH (C₁₁H₁₄N₂O₄)
Trifluoperazine (C₁₈H₁₈Cl₁N₂)
Triiodothyronine (C₁₄H₁₁I₃N₁O₄)
Tryptamine (C₉H₁₁N₁)
Tryptophan (C₁₁H₁₂N₂O₂)
Tyrosine (C₉H₁₁N₁O₃)
Urea (CH₄N₂O)
Uridine (C₉H₁₂N₂O₆)
UTP (C₁₁H₁₅N₁₁O₁₁P₄)
Valine (C₅H₁₁N₁O₂)
Valproic Acid (C₁₃H₁₁N₁O₂)
Vanillin (C₈H₈O₃)
Varenicline (C₁₁H₁₄N₂)
Vasopressin (C₁₃H₁₈N₂O₄S)
Vecuronium (C₁₁H₁₄N₂O₃)
Venlafaxine (C₁₁H₁₃N₁O₂)
Vitamin A (C₂₀H₂₈O₁₄)
Vitamin B12 (C₆₃H₈₈CoN₁₄O₁₄P₃)
Vitamin C (C₆H₈O₆)
Vitamin D (C₂₇H₄₄O₁₈)
Vitamin E (C₂₃H₃₄O₃)
Vitamin K (C₂₃H₃₄O₁)
Water (H₂O)
Xylene (C₈H₁₀)
Xylose (C₅H₁₀O₅)
Zeaxanthin (C₃₂H₄₄O₁₁)
Zonisamide (C₁₁H₁₁N₁O₂)
